hotspot_id,latitude,longitude,h3_cell,timestamp,year,month,day_of_year,day_of_week,is_night,month_sin,month_cos,bright_ti4,bright_ti5,frp,confidence_encoded,scan,track,log_frp,thermal_difference,observation_count_7d,observation_count_30d,observation_count_90d,active_days_7d,active_days_30d,active_days_90d,mean_frp_7d,mean_frp_30d,mean_frp_90d,median_frp_30d,std_frp_30d,max_frp_30d,max_frp_90d,days_since_first_seen,days_since_previous_detection,has_history_7d,has_history_30d,has_history_90d,frp_deviation,frp_ratio_to_baseline,frp_z_score,industrial_context_score,mining_context_score,industrial_polygon_overlap,mining_polygon_overlap,forest_polygon_overlap,agriculture_polygon_overlap,nearest_facility_type_encoded,type,daynight,target_class,label_source,label_confidence,bright_ti4_to_ti5_ratio,frp_per_pixel,thermal_anomaly_strength,forest_AND_high_frp,industrial_AND_active,frp_growth_rate,frp_consistency,sample_weight
EVENT_00034102,23.6923,86.3887,873ca8261ffffff,2022-02-13 20:02:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,299.96,286.13,1.51,1,0.41,0.37,0.9202827531436926,13.829999999999984,24.0,94.0,137.0,6.0,25.0,35.0,1.8329166666666667,2.5135106382978725,2.7476642335766424,2.42,1.4330778567488394,6.96,8.88,43.515277777777776,0.5194444444444445,1,1,1,-1.0035106382978725,0.6007533753756296,-0.7002485130671776,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.0483346693868707,9.953790680351482,0.02359705843198643,0.0,0.0,3.2318347560997753,0.9627964172224013,0.4
EVENT_00034344,20.9643,85.15343,873c814cdffffff,2022-02-13 20:02:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,319.63,292.41,1.6,1,0.4,0.37,0.9555114450274363,27.21999999999997,24.0,96.0,127.0,6.0,25.0,35.0,2.1750000000000003,2.3347916666666664,2.3396850393700785,1.5,1.658177324634056,7.76,9.35,43.515972222222224,0.0,1,1,1,-0.7347916666666663,0.6852859819755511,-0.4431321401821894,0.25,0.6,False,True,False,False,0,2,N,non_industrial,FIRMS_type2+OSM_mining_context,0.8,1.0930884679282908,10.81073776528537,0.04447421729874805,0.0,8.75,3.996262679123106,0.642455332936058,0.8
EVENT_00034329,20.97951,85.14462,873c814ebffffff,2022-02-13 20:02:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,305.55,287.45,1.08,1,0.4,0.37,0.7323678937132266,18.100000000000023,26.0,125.0,175.0,7.0,28.0,38.0,2.157692307692308,2.19664,2.080514285714285,2.22,1.1956507476683982,6.24,6.24,42.99583333333333,0.5201388888888889,1,1,1,-1.11664,0.4916599898026076,-0.9339182049419744,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.06296746890601,7.297247991567625,0.030522765547179184,0.0,0.0,2.9992569835206355,1.0106339634013934,0.4
EVENT_00034353,22.05506,88.12542,873c8d2ecffffff,2022-02-13 20:02:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,310.31,294.84,1.3,1,0.5,0.41,0.832909122935104,15.470000000000027,21.0,81.0,109.0,6.0,26.0,36.0,1.946190476190476,2.8740740740740742,2.685504587155964,1.84,4.366918504973608,24.76,24.76,42.99583333333333,0.0,1,1,1,-1.5740740740740742,0.452319587628866,-0.3604541903590177,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.0524691322328412,6.341432480817168,0.025563909732192212,0.0,0.0,9.219865383419897,0.6402059628149356,0.4
EVENT_00034154,23.70969,85.42554,873ca8d4bffffff,2022-02-13 20:02:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,296.63,283.65,0.6,1,0.39,0.36,0.4700036292457356,12.980000000000018,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.455,0.0,0.0,0.0,0.54,42.009027777777774,37.00486111111111,0,0,1,0.0,0.0,0.0,0.0,0.0,False,False,False,False,1,2,N,unknown,insufficient_evidence,0.2,1.0457606167961904,4.273473835656441,0.022368511714399096,0.0,0.0,1.1868105784382892,0.0,0.2
EVENT_00034298,21.76021,83.84501,873c8425bffffff,2022-02-13 20:02:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,311.17,289.13,1.09,1,0.38,0.36,0.7371640659767197,22.04000000000002,12.0,51.0,79.0,6.0,24.0,34.0,1.024166666666667,1.083529411764706,1.158607594936709,0.9975,0.5774311724689531,3.16,3.16,42.99583333333333,0.0,1,1,1,0.0064705882352942,1.005971769815418,0.0112058173230024,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.0762286823358742,7.9677780133186165,0.03671497578424962,0.0,0.0,2.727409423518579,0.9206017562307353,0.4
EVENT_00034096,23.55828,87.2464,873ca9656ffffff,2022-02-13 20:02:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,297.41,284.79,1.76,1,0.44,0.38,1.0152306797290584,12.620000000000005,17.0,69.0,112.0,5.0,21.0,33.0,1.9311764705882355,2.512753623188406,2.769642857142857,1.67,2.186273305944152,11.81,11.9,43.515277777777776,0.5194444444444445,1,1,1,-0.7527536231884058,0.700426808167032,-0.344309021722847,0.0,0.0,False,False,False,False,1,3,N,unknown,insufficient_evidence,0.2,1.0443133500322577,10.526252833416066,0.0216763998253583,0.0,0.0,4.296581298461943,0.6646092637095443,0.2
EVENT_00034143,23.74419,85.50639,873ca8891ffffff,2022-02-13 20:02:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,302.28,284.81,0.8,1,0.39,0.36,0.5877866649021191,17.46999999999997,4.0,11.0,17.0,3.0,10.0,16.0,0.69,0.7818181818181817,0.8029411764705883,0.765,0.1401828793734157,1.01,1.18,41.02222222222223,0.9875,1,1,1,0.0181818181818183,1.0232558139534884,0.1297007042734942,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.0613391346464691,5.697965114208588,0.029756936705178143,0.0,0.0,1.4695952393319363,0.9784871205397296,0.4
EVENT_00034416,22.03689,83.35366,873c84aa4ffffff,2022-02-13 20:02:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,299.56,285.08,0.66,1,0.39,0.36,0.5068176023684519,14.480000000000018,4.0,17.0,23.0,4.0,16.0,21.0,0.7424999999999999,0.7847058823529411,0.778695652173913,0.75,0.2143421576676721,1.27,1.27,42.009027777777774,3.0305555555555554,1,1,1,-0.1247058823529411,0.8410794602698651,-0.5818075347841369,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.0507927562410806,4.700821219222085,0.024767378173290642,0.0,0.0,1.6309303455389197,0.9557708959441356,0.4
EVENT_00034383,22.79888,86.08982,873cabd88ffffff,2022-02-13 20:02:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,304.97,288.36,0.93,1,0.41,0.37,0.6575200029167941,16.610000000000014,23.0,69.0,94.0,6.0,23.0,33.0,1.394782608695652,1.5321739130434782,1.4808510638297872,1.22,0.8304143710975069,4.11,4.11,42.99583333333333,0.0,1,1,1,-0.6021739130434781,0.6069807037457435,-0.7251487137049692,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.0576016054320934,6.130480352799257,0.02799453924798253,0.0,0.0,2.775429160270539,0.7962537368377995,0.4
EVENT_00034327,21.0759,85.03446,873c81476ffffff,2022-02-13 20:02:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,300.83,290.23,1.85,1,0.39,0.36,1.0473189942805592,10.599999999999966,40.0,135.0,177.0,7.0,28.0,37.0,1.90225,1.661851851851852,1.6124293785310733,1.45,0.7659418652972885,5.82,5.82,42.99583333333333,0.0,1,1,1,0.1881481481481481,1.1132159572097169,0.2456428570791353,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.036522754241385,13.176544326607361,0.01793388147069009,0.0,0.0,3.609458167925384,0.8725200900815148,0.4
EVENT_00034131,24.71453,75.95374,873db375dffffff,2022-02-13 20:02:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,296.45,285.73,0.97,1,0.63,0.54,0.6780335427498971,10.71999999999997,1.0,1.0,1.0,1.0,1.0,1.0,0.74,0.74,0.74,0.74,0.0,0.74,0.74,1.9743055555555555,1.9743055555555555,1,1,1,0.2299999999999999,1.3108108108108107,0.0,0.0,0.0,False,False,False,False,1,2,N,unknown,insufficient_evidence,0.2,1.0375179328823787,2.8512555812593146,0.01841354904254083,0.0,0.0,0.9999986486504747,0.9999986486504747,0.2
EVENT_00034457,21.18578,81.38844,873cb0371ffffff,2022-02-13 20:03:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,323.69,294.0,2.66,1,0.43,0.38,1.297463147413275,29.69,14.0,42.0,61.0,5.0,19.0,27.0,1.5057142857142858,1.4340476190476192,1.471311475409836,1.49,0.4901314669303356,2.77,4.9,43.516666666666666,0.0,1,1,1,1.225952380952381,1.8548895899053623,2.5012725435288785,0.0,0.0,False,False,False,False,1,3,N,unknown,insufficient_evidence,0.2,1.1009863908129716,16.278970140941613,0.04806618198762132,0.0,0.0,3.330359853460156,1.0390163765783194,0.2
EVENT_00034496,19.01553,72.90236,87608b19effffff,2022-02-13 20:03:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,311.34,293.18,1.52,1,0.42,0.61,0.924258901523332,18.159999999999968,1.0,2.0,5.0,1.0,2.0,4.0,2.52,2.165,2.044,2.165,0.3550000000000003,2.52,2.93,42.99583333333333,3.9472222222222224,1,1,1,-0.645,0.7020785219399538,-1.8169014084507025,0.0,0.0,False,False,False,False,1,2,N,unknown,insufficient_evidence,0.2,1.061941465782313,5.932841792186604,0.030040362552040636,0.0,0.0,1.433463095174611,0.9999995381064488,0.2
EVENT_00034475,21.1113,72.62913,8742d9d2effffff,2022-02-13 20:03:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,338.34,290.89,3.82,1,0.47,0.64,1.572773928062509,47.44999999999999,54.0,258.0,338.0,7.0,30.0,43.0,4.870185185185186,4.943294573643411,4.841301775147929,4.315,3.883601830362151,22.7,22.7,42.99583333333333,0.0,1,1,1,-1.123294573643411,0.7727639822169252,-0.2892404068979085,0.25,0.0,True,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.1631200757567464,12.699425866270392,0.07540962752028728,0.0,10.75,4.688820562210425,0.8728994525447057,0.4
EVENT_00034448,21.18231,81.38787,873cb0371ffffff,2022-02-13 20:03:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,333.79,292.96,2.66,1,0.43,0.38,1.297463147413275,40.83000000000004,14.0,42.0,61.0,5.0,19.0,27.0,1.5057142857142858,1.4340476190476192,1.471311475409836,1.49,0.4901314669303356,2.77,4.9,43.516666666666666,0.9875,1,1,1,1.225952380952381,1.8548895899053623,2.5012725435288785,0.0,0.0,False,False,False,False,1,3,N,unknown,insufficient_evidence,0.2,1.139370558644967,16.278970140941613,0.06514559223750212,0.0,0.0,3.330359853460156,1.0390163765783194,0.2
EVENT_00034570,15.17603,76.65639,8760a1b88ffffff,2022-02-13 20:04:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,327.07,296.67,3.75,1,0.43,0.46,1.55814461804655,30.399999999999977,31.0,113.0,159.0,7.0,28.0,40.0,2.512903225806452,2.58,2.6347798742138364,2.1775,1.358535129878888,8.84,8.84,42.99583333333333,0.9868055555555556,1,1,1,1.1700000000000004,1.4534883720930234,0.861221748534618,0.35,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.1024707550393678,18.958448137269276,0.048738256246611926,0.0,14.0,3.3551177202307843,0.843991920933364,0.4
EVENT_00034612,18.24399,73.78197,876088c5dffffff,2022-02-13 20:04:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,306.99,288.66,0.9,1,0.36,0.58,0.6418538861723948,18.329999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,1,0,N,forest_fire,FIRMS_type0_weak_proxy,0.45,1.0635003081012253,4.310324184271148,0.030773104959669062,0.0,0.0,0.0,0.0,0.45
EVENT_00034564,15.65977,73.9882,8760a9093ffffff,2022-02-13 20:04:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,312.59,292.09,1.2,1,0.32,0.55,0.7884573603642702,20.5,9.0,28.0,42.0,7.0,25.0,35.0,0.8144444444444443,0.9078571428571428,1.0197619047619046,0.88,0.2361651532124012,1.41,2.21,39.96527777777778,0.0,1,1,1,0.2921428571428571,1.3217938630999213,1.237027788261848,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.070183843780397,6.818143078732506,0.03390222922222957,0.0,0.0,2.1671704174373683,0.9693144319117194,0.4
EVENT_00034608,18.2392,73.78426,876088c5dffffff,2022-02-13 20:04:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,301.78,288.14,0.86,1,0.36,0.58,0.6205764877251099,13.639999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,1,0,N,forest_fire,FIRMS_type0_weak_proxy,0.45,1.0473380959001246,4.118754220525764,0.023121779185106807,0.0,0.0,0.0,0.0,0.45
EVENT_00034683,20.91339,71.45815,8742dc752ffffff,2022-02-13 21:43:00,2022,2,44,6,1,0.8660254037844386,0.5000000000000001,303.93,289.26,1.44,1,0.6,0.7,0.8919980393051105,14.670000000000016,5.0,18.0,29.0,5.0,16.0,26.0,1.606,1.34,1.4010344827586207,1.3450000000000002,0.4364630568559043,2.03,2.27,42.009027777777774,1.05625,1,1,1,0.1,1.0746268656716418,0.2291144655411569,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.0507156155337218,3.428563265325559,0.024730693328055633,0.0,0.0,1.620230199688019,1.0037305942309,0.4
EVENT_00034705,13.28683,80.34521,87618e858ffffff,2022-02-14 07:13:00,2022,2,45,0,0,0.8660254037844386,0.5000000000000001,343.56,294.29,4.27,1,0.46,0.63,1.6620303625532709,49.26999999999998,4.0,18.0,32.0,4.0,16.0,26.0,2.225,1.8511111111111112,2.2234375,1.74,0.8060802888662925,4.01,7.34,43.45972222222223,0.0,1,1,1,2.4188888888888886,2.30672268907563,3.000803917796976,0.0,0.0,False,False,False,False,1,3,D,unknown,insufficient_evidence,0.2,1.1674198879764182,14.734248674090152,0.07724386599162203,0.0,0.0,3.301193174445796,0.9399754826062819,0.2
EVENT_00034697,13.28611,80.34462,87618e858ffffff,2022-02-14 07:13:00,2022,2,45,0,0,0.8660254037844386,0.5000000000000001,345.69,294.88,3.39,1,0.46,0.63,1.47932922708708,50.81,4.0,18.0,32.0,4.0,16.0,26.0,2.225,1.8511111111111112,2.2234375,1.74,0.8060802888662925,4.01,7.34,43.45972222222223,0.4638888888888889,1,1,1,1.538888888888889,1.8313325330132053,1.9091012522502584,0.0,0.0,False,False,False,False,1,3,D,unknown,insufficient_evidence,0.2,1.172307375297384,11.6976822026149,0.07931998051841332,0.0,0.0,3.301193174445796,0.9399754826062819,0.2
EVENT_00034957,21.92002,83.35193,873c84a90ffffff,2022-02-14 07:15:00,2022,2,45,0,0,0.8660254037844386,0.5000000000000001,340.46,310.52,6.13,1,0.4,0.44,1.9643112344262048,29.94,23.0,119.0,165.0,6.0,28.0,39.0,2.965652173913043,2.949159663865546,2.916424242424242,2.71,1.5234340795306889,8.21,8.21,43.98333333333333,0.4673611111111111,1,1,1,3.180840336134454,2.0785581991736715,2.087940908552045,0.25,0.0,True,False,False,False,1,2,D,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.0964189066842107,34.82934756052522,0.045992196310190483,0.0,9.75,2.8150901592031006,0.9189055154587368,0.4
EVENT_00035021,23.77363,86.2065,873ca8366ffffff,2022-02-14 07:15:00,2022,2,45,0,0,0.8660254037844386,0.5000000000000001,338.55,306.51,4.72,1,0.42,0.38,1.7439688053917064,32.04000000000002,43.0,154.0,203.0,7.0,26.0,34.0,2.604418604651163,2.5103246753246755,2.4343349753694583,2.185,1.5701833869366684,8.37,8.37,43.982638888888886,0.0,1,1,1,2.209675324675324,1.8802348741560824,1.407272133343778,0.0,0.0,False,False,False,False,1,2,D,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.1045316593111754,29.573749537910164,0.04966979808131061,0.0,0.0,3.4383092903721666,0.8704049922595803,0.4
EVENT_00035072,26.55148,92.3539,873ce1af3ffffff,2022-02-14 07:16:00,2022,2,45,0,0,0.8660254037844386,0.5000000000000001,341.32,304.89,13.49,1,0.52,0.42,2.673458756332591,36.43000000000001,0.0,9.0,9.0,0.0,2.0,2.0,0.0,8.314444444444444,8.314444444444444,6.529999999999999,3.677315177351575,14.89,14.89,21.00486111111111,0.0,0,1,1,5.175555555555556,1.6224776159294405,1.4074277852036126,0.0,0.0,False,False,False,False,1,0,D,forest_fire,FIRMS_type0_weak_proxy,0.45,1.1194857124881574,61.767116450932,0.056374862573505734,0.0,0.0,1.7908590656457095,0.7853801006491928,0.45
EVENT_00035302,29.64825,77.12719,873d12134ffffff,2022-02-14 07:17:00,2022,2,45,0,0,0.8660254037844386,0.5000000000000001,325.06,290.15,1.72,1,0.33,0.56,1.000631880307906,34.910000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,1,0,D,forest_fire,FIRMS_type0_weak_proxy,0.45,1.1203170735126071,9.307308943133423,0.05674485125933449,0.0,0.0,0.0,0.0,0.45
EVENT_00035290,29.89196,78.14381,873d13ce6ffffff,2022-02-14 07:17:00,2022,2,45,0,0,0.8660254037844386,0.5000000000000001,336.18,294.42,4.12,1,0.57,0.52,1.6331544390514163,41.75999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,1,0,D,forest_fire,FIRMS_type0_weak_proxy,0.45,1.141838186462067,13.900088056383078,0.06622264499488954,0.0,0.0,0.0,0.0,0.45
EVENT_00035473,18.67635,73.57343,8760887b2ffffff,2022-02-14 08:55:00,2022,2,45,0,0,0.8660254037844386,0.5000000000000001,330.6,302.62,2.07,0,0.35,0.57,1.1216775615991057,27.98000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,1,0,D,forest_fire,FIRMS_type0_weak_proxy,0.45,1.0924591861329087,10.375887840161202,0.04418685441996962,0.0,0.0,0.0,0.0,0.45
EVENT_00035500,23.1681,69.05891,8742c41a4ffffff,2022-02-14 08:56:00,2022,2,45,0,0,0.8660254037844386,0.5000000000000001,343.21,306.82,4.63,1,0.41,0.45,1.728109442151599,36.38999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,1,0,D,forest_fire,FIRMS_type0_weak_proxy,0.45,1.1186037379616591,25.094714933794396,0.05598203151241936,0.0,0.0,0.0,0.0,0.45
EVENT_00035721,23.55078,87.24804,873ca96e5ffffff,2022-02-14 19:43:00,2022,2,45,0,1,0.8660254037844386,0.5000000000000001,301.52,288.24,0.97,1,0.41,0.37,0.6780335427498971,13.279999999999973,10.0,31.0,47.0,4.0,15.0,24.0,1.185,1.35,1.511276595744681,1.27,0.5739731363838578,3.39,4.26,43.98333333333333,0.9868055555555556,1,1,1,-0.3800000000000001,0.7185185185185184,-0.6620518904317959,0.0,0.0,False,False,False,False,1,3,N,unknown,insufficient_evidence,0.2,1.0460727135509549,6.394156927113203,0.022517634253734296,0.0,0.0,2.8188070887803294,0.9407400438962638,0.2
EVENT_00035747,23.67186,84.98747,873caea60ffffff,2022-02-14 19:43:00,2022,2,45,0,1,0.8660254037844386,0.5000000000000001,297.4,281.92,0.91,1,0.51,0.41,0.6471032420585384,15.47999999999996,0.0,2.0,4.0,0.0,2.0,4.0,0.0,1.085,1.13,1.085,0.3949999999999998,1.48,1.51,42.99583333333333,10.009027777777778,0,1,1,-0.1749999999999999,0.8387096774193549,-0.4430379746835444,0.0,0.0,False,False,False,False,1,2,N,unknown,insufficient_evidence,0.2,1.054909190355742,4.351963883482146,0.02672098317558341,0.0,0.0,1.3362820032902627,0.9999990783418633,0.2
EVENT_00035654,24.12133,86.3545,873cad6d3ffffff,2022-02-14 19:43:00,2022,2,45,0,1,0.8660254037844386,0.5000000000000001,296.72,285.03,0.57,1,0.44,0.39,0.4510756193602166,11.690000000000056,2.0,2.0,4.0,2.0,2.0,4.0,0.85,0.85,0.6725,0.85,0.0200000000000016,0.87,0.87,43.98333333333333,0.9868055555555556,1,1,1,-0.28,0.6705882352941176,-13.999999999998831,0.0,0.0,False,False,False,False,1,2,N,unknown,insufficient_evidence,0.2,1.0410132230256002,3.3216589646913475,0.02009454229463775,0.0,0.0,1.2936783737124553,0.9999988235307958,0.2
EVENT_00035629,22.21009,84.84935,873c8535affffff,2022-02-14 19:43:00,2022,2,45,0,1,0.8660254037844386,0.5000000000000001,313.64,289.28,2.17,1,0.5,0.41,1.1537315878891892,24.360000000000014,17.0,41.0,60.0,5.0,19.0,27.0,0.9505882352941176,1.2582926829268293,1.4401666666666666,1.12,0.7209847684160354,4.2,4.51,43.982638888888886,0.9868055555555556,1,1,1,0.9117073170731708,1.7245590230664858,1.2645306211893246,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.084209067048503,10.585314217979425,0.04040337019769894,0.0,0.0,3.1315798183683707,0.8900942722646801,0.4
EVENT_00035611,21.7695,84.01617,873c85430ffffff,2022-02-14 19:43:00,2022,2,45,0,1,0.8660254037844386,0.5000000000000001,303.68,290.05,1.09,1,0.54,0.42,0.7371640659767197,13.629999999999995,40.0,183.0,236.0,6.0,29.0,39.0,1.9995,1.952896174863388,1.9485593220338984,1.7,1.0457218727376707,6.44,6.44,44.50277777777778,0.0,1,1,1,-0.8628961748633879,0.5581453914600706,-0.825167950828407,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.046991894338935,4.805975282295933,0.02295656270871176,0.0,0.0,3.3050041752251005,0.8705015409318317,0.4
EVENT_00035590,23.66433,86.91727,873ca9736ffffff,2022-02-14 19:43:00,2022,2,45,0,1,0.8660254037844386,0.5000000000000001,299.97,287.14,1.19,1,0.42,0.38,0.7839015438284094,12.83000000000004,9.0,43.0,62.0,4.0,19.0,26.0,1.6844444444444444,1.5613953488372092,1.5543548387096775,1.305,1.0796975920186749,4.84,5.65,43.98333333333333,0.0,1,1,1,-0.3713953488372092,0.7621388144176348,-0.3439808994505801,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.0446820329989484,7.456093633498537,0.0218528043776247,0.0,0.0,3.634946296911172,0.8357903494342416,0.4
EVENT_00035631,22.13264,85.38091,873caa451ffffff,2022-02-14 19:43:00,2022,2,45,0,1,0.8660254037844386,0.5000000000000001,299.54,284.25,0.67,1,0.47,0.4,0.5128236264286639,15.29000000000002,5.0,21.0,26.0,5.0,20.0,24.0,0.6759999999999999,0.800952380952381,0.7823076923076923,0.765,0.2378055380408591,1.33,1.33,43.982638888888886,0.9868055555555556,1,1,1,-0.1309523809523809,0.8365041617122474,-0.5506700223687854,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.0537906735134894,3.5638108307934533,0.026190924773992527,0.0,0.0,1.7000961552359866,0.9551117682908957,0.4
EVENT_00035716,23.68016,86.0976,873ca8300ffffff,2022-02-14 19:43:00,2022,2,45,0,1,0.8660254037844386,0.5000000000000001,298.82,287.36,1.2,1,0.45,0.39,0.7884573603642702,11.45999999999998,42.0,144.0,199.0,7.0,28.0,39.0,2.117857142857143,1.9832638888888887,1.950402010050252,1.685,1.3696303383380444,8.29,8.29,44.50208333333333,0.0,1,1,1,-0.7832638888888892,0.6050632024930844,-0.5718797743917735,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.0398802859135567,6.837567877106112,0.01955030874552129,0.0,0.0,4.250403612628966,0.8496091517780111,0.4
EVENT_00035600,23.61691,86.86096,873ca9443ffffff,2022-02-14 19:43:00,2022,2,45,0,1,0.8660254037844386,0.5000000000000001,298.8,286.67,0.91,1,0.42,0.38,0.6471032420585384,12.129999999999995,5.0,13.0,19.0,4.0,11.0,16.0,0.5980000000000001,0.6946153846153847,0.6689473684210526,0.69,0.2604320488553698,1.13,1.13,42.99583333333333,0.9868055555555556,1,1,1,0.2153846153846152,1.3100775193798448,0.8270280725097259,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.0423134578354434,5.701718660910647,0.02071839714977983,0.0,0.0,1.6892185605702081,0.9933540516497592,0.4
EVENT_00035673,23.6971,87.10637,873ca9772ffffff,2022-02-14 19:43:00,2022,2,45,0,1,0.8660254037844386,0.5000000000000001,296.52,286.11,0.73,1,0.42,0.37,0.5481214085096876,10.409999999999968,13.0,39.0,56.0,6.0,15.0,23.0,1.649230769230769,1.3738461538461535,1.3803571428571428,1.18,0.6787983930318661,3.57,3.57,42.99583333333333,0.9868055555555556,1,1,1,-0.6438461538461537,0.5313549832026876,-0.9485086595010964,0.0,0.0,False,False,False,False,1,2,N,non_industrial,FIRMS_type2_without_industrial_evidence,0.4,1.036384603696534,4.697524468954511,0.017867257062171037,0.0,0.0,2.586285319120597,0.8589019504073152,0.4
EVENT_00035741,22.79364,86.19743,873cabc1effffff,2022-02-14 19:43:00,2022,2,45,0,1,0.8660254037844386,0.5000000000000001,321.87,290.35,1.59,1,0.44,0.38,0.9516578757114464,31.519999999999985,20.0,92.0,127.0,7.0,26.0,36.0,3.443,2.6269565217391304,2.5607086614173227,2.4000000000000004,2.395319593422009,20.52,20.52,43.982638888888886,0.0,1,1,1,-1.0369565217391303,0.6052631578947368,-0.4329094641845725,0.25,0.0,True,False,False,False,1,3,N,unknown,insufficient_evidence,0.2,1.1085586323108019,9.509512502915651,0.05148476029616024,0.0,9.0,8.01340359244102,0.9136044188530018,0.2
EVENT_00035722,23.55136,87.24405,873ca96e5ffffff,2022-02-14 19:43:00,2022,2,45,0,1,0.8660254037844386,0.5000000000000001,308.36,289.74,0.97,1,0.41,0.37,0.6780335427498971,18.620000000000005,10.0,31.0,47.0,4.0,15.0,24.0,1.185,1.35,1.511276595744681,1.27,0.5739731363838578,3.39,4.26,43.98333333333333,0.0,1,1,1,-0.3800000000000001,0.7185185185185184,-0.6620518904317959,0.0,0.0,False,False,False,False,1,3,N,unknown,insufficient_evidence,0.2,1.0642645093384948,6.394156927113203,0.03113191768745709,0.0,0.0,2.8188070887803294,0.9407400438962638,0.2
