hotspot_id,latitude,longitude,h3_cell,timestamp,year,month,day_of_year,day_of_week,hour,minute,is_night,hour_sin,hour_cos,month_sin,month_cos,bright_ti4,bright_ti5,frp,confidence_encoded,scan,track,log_frp,thermal_difference,observation_count_7d,observation_count_30d,observation_count_90d,active_days_7d,active_days_30d,active_days_90d,mean_frp_7d,mean_frp_30d,mean_frp_90d,median_frp_30d,std_frp_30d,max_frp_30d,max_frp_90d,days_since_first_seen,days_since_previous_detection,has_history_7d,has_history_30d,has_history_90d,frp_deviation,frp_ratio_to_baseline,frp_z_score,industrial_context_score,mining_context_score,industrial_polygon_overlap,mining_polygon_overlap,forest_polygon_overlap,agriculture_polygon_overlap,distance_to_seed_facility_m,nearest_facility_type_encoded,type,daynight,target_class,label_source,label_confidence
EVENT_01212054,27.55878,96.03777,873c5aa09ffffff,2024-01-12 18:33:00,2024,1,12,4,18,33,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,305.15,282.13,0.68,1,0.45,0.63,0.5187937934151675,23.019999999999982,6.0,27.0,64.0,6.0,22.0,49.0,0.6133333333333333,0.617037037037037,0.56984375,0.6100000000000001,0.20293795466366735,1.06,1.18,741.0055555555556,0.9868055555555556,1,1,1,0.062962962962963,1.1020408163265307,0.3102572067768823,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_00232773,23.37037,81.4444,873ca6166ffffff,2022-04-01 20:22:00,2022,4,91,4,20,22,1,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,305.53,294.13,0.79,1,0.41,0.37,0.5822156198526637,11.399999999999977,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.5194444444444445,0.0,0,0,0,,,,0.0,0.0,False,False,False,False,,1,0,N,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_01728730,23.65077,80.59611,873d99098ffffff,2024-11-29 08:23:00,2024,11,334,4,8,23,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,330.58,296.97,2.32,1,0.35,0.57,1.199964782928397,33.60999999999996,0.0,1.0,1.0,0.0,1.0,1.0,,4.44,4.44,4.44,0.0,4.44,4.44,976.0506944444444,14.025694444444444,0,1,1,-2.1200000000000006,0.5225225225225224,,0.0,0.0,False,False,False,False,,1,0,D,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00438174,32.58853,76.05647,873d306c9ffffff,2022-06-05 20:01:00,2022,6,156,6,20,1,1,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,312.48,291.55,1.36,1,0.37,0.58,0.8586616190375187,20.930000000000007,0.0,3.0,3.0,0.0,2.0,2.0,,4.043333333333333,4.043333333333333,4.422499999999999,1.0752467417088756,5.56,5.56,21.520138888888887,0.0,0,1,1,-2.6833333333333327,0.3363561417971971,-2.495551234192764,0.0,0.0,False,False,False,False,,1,0,N,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00448734,23.72013,86.45072,873ca9c9affffff,2022-07-08 19:43:00,2022,7,189,4,19,43,1,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,310.31,293.94,2.05,1,0.43,0.38,1.1151415906193203,16.370000000000005,6.0,18.0,63.0,4.0,11.0,39.0,2.545,3.1272222222222226,3.072380952380952,2.09,1.8833268600347617,6.91,10.18,187.98333333333332,0.9868055555555556,1,1,1,-1.0772222222222227,0.655533842600817,-0.5719783671552052,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_00975804,21.19176,81.41601,873cb0344ffffff,2023-05-03 19:39:00,2023,5,123,2,19,39,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,344.24,289.73,17.07,1,0.64,0.54,2.8942531046041373,54.50999999999999,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,485.9923611111111,0.0,0,0,0,,,,0.0,0.0,False,False,False,False,,1,2,N,unknown_ambiguous,insufficient_evidence,0.2
EVENT_01163685,19.96314,79.33418,8760b26f5ffffff,2023-12-02 19:45:00,2023,12,336,5,19,45,1,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,314.95,286.01,1.92,1,0.33,0.55,1.0715836162801904,28.939999999999998,7.0,22.0,52.0,4.0,16.0,36.0,2.6128571428571425,2.2190909090909092,1.9546153846153846,2.0575,1.2630695262332843,4.71,5.0,699.9833333333333,0.9868055555555556,1,1,1,-0.2990909090909093,0.865219172470299,-0.23679686896006097,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_00045668,19.01429,72.9082,87608b191ffffff,2022-02-21 20:54:00,2022,2,52,0,20,54,1,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,304.33,293.28,0.89,1,0.42,0.38,0.636576829071551,11.050000000000011,1.0,2.0,3.0,1.0,2.0,3.0,4.07,3.055,3.203333333333333,3.055,1.015,4.07,4.07,51.552083333333336,2.495138888888889,1,1,1,-2.165,0.29132569558101473,-2.1330049261083746,0.0,0.0,False,False,False,False,,1,2,N,unknown_ambiguous,insufficient_evidence,0.2
EVENT_01763091,21.93112,85.21674,873caa49cffffff,2024-12-19 19:36:00,2024,12,354,3,19,36,1,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,296.93,280.78,1.05,1,0.57,0.43,0.7178397931503169,16.150000000000034,1.0,9.0,18.0,1.0,9.0,17.0,0.97,1.1366666666666665,1.0772222222222223,0.97,0.40144184579532277,1.8,1.8,1063.9472222222223,1.9743055555555555,1,1,1,-0.08666666666666645,0.9237536656891497,-0.21588847195280658,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_00583252,21.71157,82.63721,873c84d88ffffff,2022-12-15 07:15:00,2022,12,349,3,7,15,0,0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,338.58,295.72,4.87,1,0.45,0.47,1.7698546338400052,42.85999999999996,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0,0,0,,,,0.0,0.0,False,False,False,False,,1,0,D,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00631907,21.93007,85.22123,873caa498ffffff,2023-01-22 19:31:00,2023,1,22,6,19,31,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,300.75,288.3,1.06,1,0.47,0.48,0.7227059828014898,12.449999999999989,6.0,36.0,117.0,5.0,24.0,74.0,1.6016666666666666,1.4825,1.424957264957265,1.5299999999999998,0.4800542504064865,2.54,3.2,384.9875,0.9868055555555556,1,1,1,-0.4224999999999999,0.7150084317032042,-0.8801088619510138,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_01552915,22.03836,83.35123,873c84aa4ffffff,2024-05-03 19:52:00,2024,5,124,4,19,52,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,312.64,296.52,1.73,1,0.47,0.4,1.0043016091968684,16.120000000000005,6.0,33.0,98.0,6.0,21.0,64.0,2.301666666666667,2.29,1.7151020408163264,2.37,0.9567527149560422,4.78,4.78,852.0020833333333,0.9875,1,1,1,-0.56,0.7554585152838428,-0.5853132071077835,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_01476606,27.10314,83.12331,873c14822ffffff,2024-04-19 08:27:00,2024,4,110,4,8,27,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,330.53,302.59,2.31,0,0.58,0.7,1.1969481893889715,27.939999999999998,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,734.0791666666667,0.0,0,0,0,,,,0.0,0.0,False,False,False,False,,1,0,D,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00388878,31.76867,75.42492,873d3208dffffff,2022-05-04 07:38:00,2022,5,124,2,7,38,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,332.73,299.29,2.66,1,0.4,0.44,1.297463147413275,33.44,3.0,3.0,3.0,2.0,2.0,2.0,4.376666666666666,4.376666666666666,4.376666666666666,4.5875,1.054398195918203,5.22,5.22,2.9611111111111112,1.9743055555555555,1,1,1,-1.716666666666666,0.6077684691546079,-1.6281009141634,0.0,0.0,False,False,False,False,,1,0,D,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00985495,22.05205,88.12685,873c8d2eeffffff,2023-05-08 07:16:00,2023,5,128,0,7,16,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,340.35,305.91,3.65,0,0.39,0.36,1.536867219599265,34.44,3.0,14.0,38.0,3.0,13.0,32.0,3.33,2.6228571428571428,2.231842105263158,2.17,1.032295836413938,4.95,4.95,487.44652777777776,0.4673611111111111,1,1,1,1.0271428571428571,1.3916122004357299,0.9950082339874762,0.0,0.0,False,False,False,False,,1,2,D,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_01200427,23.52831,85.69704,873ca8016ffffff,2024-01-02 20:02:00,2024,1,2,1,20,2,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,297.15,284.76,0.56,1,0.4,0.37,0.44468582126144574,12.389999999999986,1.0,9.0,14.0,1.0,9.0,14.0,0.56,0.6122222222222222,0.5971428571428571,0.63,0.07597920443234978,0.72,0.84,730.9958333333333,6.977777777777778,1,1,1,-0.05222222222222217,0.9147005444646099,-0.6873225721745968,0.0,0.0,False,False,False,False,,1,0,N,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_01397469,26.62944,84.40678,873c154d5ffffff,2024-04-04 20:33:00,2024,4,95,3,20,33,1,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,312.99,289.37,1.43,1,0.48,0.48,0.8878912573524571,23.620000000000005,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,701.5395833333333,350.5263888888889,0,0,0,,,,0.0,0.0,False,False,False,False,,1,3,N,unknown_ambiguous,insufficient_evidence,0.2
EVENT_00440189,22.96625,77.70437,873d93aebffffff,2022-06-07 21:06:00,2022,6,158,1,21,6,1,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,308.53,293.58,0.34,1,0.34,0.56,0.29266961396282,14.949999999999989,2.0,2.0,2.0,1.0,1.0,1.0,4.695,4.695,4.695,4.695,1.014999999999999,5.71,5.71,7.567361111111111,7.567361111111111,1,1,1,-4.355,0.0724174653887114,-4.290640394088674,0.0,0.0,False,False,False,False,,1,0,N,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00028931,24.56739,81.17378,873d8a656ffffff,2022-02-09 19:36:00,2022,2,40,2,19,36,1,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,296.58,286.32,0.54,1,0.37,0.58,0.43178241642553783,10.259999999999991,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0,0,0,,,,0.0,0.0,False,False,False,False,,1,2,N,unknown_ambiguous,insufficient_evidence,0.2
EVENT_00683910,19.34733,72.88037,87608b4c4ffffff,2023-02-17 08:55:00,2023,2,48,4,8,55,0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,343.28,317.02,3.76,0,0.32,0.55,1.5602476682433286,26.25999999999999,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.1,3.1,3.1,0.0,3.1,3.1,3.0305555555555554,3.0305555555555554,1,1,1,0.6599999999999997,1.2129032258064516,,0.0,0.0,False,False,False,False,,1,0,D,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_01268109,12.62242,76.68204,8760142e4ffffff,2024-02-28 08:03:00,2024,2,59,2,8,3,0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,347.56,314.82,4.48,1,0.41,0.37,1.7011051009599243,32.74000000000001,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,693.9909722222222,361.4847222222222,0,0,0,,,,0.0,0.0,False,False,False,False,,1,0,D,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_01062929,23.80341,86.32762,873ca9d9affffff,2023-07-07 19:19:00,2023,7,188,4,19,19,1,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,306.01,283.31,1.4,1,0.33,0.55,0.8754687373538999,22.69999999999999,6.0,25.0,161.0,3.0,12.0,64.0,2.97,3.5456,3.441180124223602,2.65,2.3342426266350293,11.67,12.27,552.4854166666667,0.0,1,1,1,-2.1456,0.39485559566787004,-0.9191846535220846,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_00608513,15.17644,76.65698,8760a1b88ffffff,2023-01-03 07:57:00,2023,1,3,1,7,57,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,336.88,304.95,3.49,1,0.44,0.38,1.501852701754163,31.930000000000007,33.0,108.0,273.0,7.0,24.0,64.0,2.5509090909090912,2.554537037037037,2.438754578754579,2.165,1.7255983311536058,11.55,11.55,366.49097222222224,0.4638888888888889,1,1,1,0.9354629629629634,1.3661966725869008,0.5421093345272204,0.35,0.0,False,False,False,False,,1,2,D,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_01613207,23.74548,85.50499,873ca8891ffffff,2024-05-24 19:57:00,2024,5,145,4,19,57,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,322.13,295.4,1.41,1,0.38,0.36,0.8796267475025635,26.730000000000018,4.0,19.0,47.0,3.0,17.0,42.0,2.0474999999999994,1.6057894736842104,1.286808510638298,1.62,0.606615423038472,2.72,2.72,872.01875,3.0305555555555554,1,1,1,-0.1957894736842105,0.8780727630285152,-0.32275716417416805,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_01748745,22.20874,84.86841,873c85274ffffff,2024-12-13 19:48:00,2024,12,348,4,19,48,1,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,299.44,287.45,0.84,1,0.43,0.38,0.6097655716208943,11.990000000000009,10.0,25.0,70.0,6.0,17.0,47.0,1.7449999999999999,1.9368,1.879857142857143,1.42,1.351291885567289,6.43,6.43,1076.986111111111,0.9868055555555556,1,1,1,-1.0968,0.4337050805452292,-0.8116677171783281,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_00737756,23.5571,87.24501,873ca9656ffffff,2023-03-03 20:21:00,2023,3,62,4,20,21,1,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,304.71,292.46,2.26,1,0.53,0.5,1.1817271953786161,12.25,26.0,108.0,291.0,7.0,30.0,84.0,2.6799999999999997,2.5824074074074077,2.8469415807560137,2.295,1.732384820804124,7.83,20.71,426.5284722222222,0.0,1,1,1,-0.3224074074074079,0.8751523843671565,-0.18610611426262413,0.0,0.0,False,False,False,False,,1,3,N,unknown_ambiguous,insufficient_evidence,0.2
EVENT_01774084,23.64387,87.77504,873cf6845ffffff,2024-12-30 07:01:00,2024,12,365,0,7,1,0,0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,332.28,298.46,3.94,1,0.48,0.4,1.597365331199831,33.81999999999999,3.0,3.0,3.0,2.0,2.0,2.0,3.9899999999999998,3.9899999999999998,3.9899999999999998,3.7249999999999996,0.7495776588630897,4.53,4.53,722.025,1.9736111111111112,1,1,1,-0.04999999999999982,0.987468671679198,-0.06670422925335921,0.0,0.0,False,False,False,False,,1,0,D,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_01438969,22.95798,78.26476,873d9e198ffffff,2024-04-11 07:35:00,2024,4,102,3,7,35,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,339.06,296.5,4.24,1,0.4,0.44,1.6563214983329508,42.56,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,732.9520833333333,143.98263888888889,0,0,0,,,,0.0,0.0,False,False,False,False,,1,0,D,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00212054,24.28415,81.14483,873ca4d11ffffff,2022-03-29 19:37:00,2022,3,88,1,19,37,1,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,306.54,296.51,1.98,1,0.36,0.58,1.091923300517313,10.03000000000003,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.51875,0.51875,0,0,0,,,,0.0,0.0,False,False,False,False,,1,0,N,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00731688,17.76582,80.34731,8760b4181ffffff,2023-03-02 20:42:00,2023,3,61,3,20,42,1,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,310.16,292.81,1.71,1,0.5,0.49,0.9969486348916096,17.350000000000023,5.0,5.0,6.0,3.0,3.0,4.0,3.814,3.814,3.7883333333333336,4.3,2.1779586772939474,7.36,7.36,50.56527777777778,0.9875,1,1,1,-2.104,0.44834819087572103,-0.9660422036170866,0.0,0.0,False,False,False,False,,1,0,N,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00510996,30.39826,75.42665,87424978affffff,2022-11-06 07:49:00,2022,11,310,6,7,49,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,353.48,291.36,10.53,1,0.45,0.39,2.4449523342809676,62.120000000000005,6.0,6.0,6.0,4.0,4.0,4.0,4.131666666666667,4.131666666666667,4.131666666666667,3.765,0.9520051937299967,5.94,5.94,187.98194444444445,0.9868055555555556,1,1,1,6.3983333333333325,2.5486083098023395,6.720901708807272,0.0,0.0,False,False,False,False,,1,0,D,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00006089,23.70005,85.27646,873ca8d54ffffff,2022-01-08 19:36:00,2022,1,8,5,19,36,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,299.11,287.44,0.66,1,0.4,0.45,0.5068176023684519,11.670000000000016,3.0,3.0,3.0,3.0,3.0,3.0,0.6766666666666667,0.6766666666666667,0.6766666666666667,0.68,0.07760297817881831,0.77,0.77,5.990972222222222,0.9868055555555556,1,1,1,-0.01666666666666672,0.9753694581280787,-0.21476838979378082,0.0,0.0,False,False,False,False,,1,2,N,unknown_ambiguous,insufficient_evidence,0.2
EVENT_00976384,29.68408,75.20857,87424b0e4ffffff,2023-05-04 08:34:00,2023,5,124,3,8,34,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,340.44,309.84,7.71,1,0.49,0.49,2.1644717908644115,30.600000000000023,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,181.0048611111111,170.00972222222222,0,0,0,,,,0.0,0.0,False,False,False,False,,1,0,D,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00016145,17.61023,83.20344,873c930a3ffffff,2022-01-26 20:41:00,2022,1,26,2,20,41,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,310.2,289.4,1.26,1,0.38,0.58,0.8153648132841945,20.80000000000001,19.0,64.0,64.0,7.0,24.0,24.0,2.7699999999999996,2.429375,2.429375,2.3499999999999996,1.2628747896664188,5.8,5.8,25.54375,0.9875,1,1,1,-1.1693749999999998,0.5186519166452277,-0.9259627395910592,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_00662492,32.86433,74.39046,873d36b88ffffff,2023-02-10 07:50:00,2023,2,41,4,7,50,0,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,333.18,295.91,3.19,1,0.46,0.39,1.4327007339340463,37.26999999999998,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,362.99583333333334,362.99583333333334,0,0,0,,,,0.0,0.0,False,False,False,False,,1,0,D,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00969312,19.42916,75.92838,8760835aaffffff,2023-04-26 07:41:00,2023,4,116,2,7,41,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,338.29,300.51,5.32,1,0.51,0.49,1.843719208158766,37.78000000000003,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0,0,0,,,,0.0,0.0,False,False,False,False,,1,0,D,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00009134,15.33383,76.28333,8760a1348ffffff,2022-01-15 20:48:00,2022,1,15,5,20,48,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,301.86,284.82,1.81,1,0.56,0.43,1.0331844833456545,17.04000000000002,2.0,6.0,6.0,1.0,4.0,4.0,0.8150000000000001,1.155,1.155,1.06,0.393901425909241,1.74,1.74,14.026388888888889,4.017361111111111,1,1,1,0.655,1.567099567099567,1.662852574062321,0.0,0.0,False,False,False,False,,1,2,N,unknown_ambiguous,insufficient_evidence,0.2
EVENT_01728254,24.48499,77.14568,873d9534affffff,2024-11-28 21:09:00,2024,11,333,3,21,9,1,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,319.97,286.29,1.04,1,0.36,0.58,0.712949807856125,33.68000000000001,0.0,1.0,4.0,0.0,1.0,3.0,,0.88,1.1775,0.88,0.0,0.88,1.86,1031.548611111111,24.034027777777776,0,1,1,0.16000000000000003,1.1818181818181819,,0.0,0.0,False,False,False,False,,1,2,N,unknown_ambiguous,insufficient_evidence,0.2
EVENT_01225988,22.32715,82.65995,873ca22b0ffffff,2024-01-26 19:13:00,2024,1,26,4,19,13,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,305.78,285.44,4.35,1,0.7,0.75,1.6770965609079151,20.339999999999975,9.0,55.0,125.0,5.0,26.0,64.0,1.3877777777777778,1.7163636363636365,1.67944,1.62,0.6807225135808773,3.72,4.8,754.9618055555555,0.0006944444444444445,1,1,1,2.633636363636363,2.5344279661016946,3.8688838860086534,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_01657698,23.74694,86.42358,873ca9c91ffffff,2024-10-10 19:48:00,2024,10,284,3,19,48,1,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,310.08,293.26,1.6,1,0.39,0.36,0.9555114450274363,16.819999999999993,0.0,3.0,15.0,0.0,3.0,12.0,,1.7966666666666666,1.9759999999999998,1.9,1.027304996364544,3.0,3.27,1012.9868055555555,10.995833333333334,0,1,1,-0.19666666666666655,0.8905380333951763,-0.19143941415902396,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_00128290,23.38275,79.22397,873d98cebffffff,2022-03-18 07:16:00,2022,3,77,4,7,16,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,350.16,311.08,13.7,1,0.34,0.56,2.6878474937846906,39.08000000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0,0,0,,,,0.0,0.0,False,False,False,False,,1,0,D,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_00438280,25.43855,86.06952,873c1e552ffffff,2022-06-05 20:02:00,2022,6,156,6,20,2,1,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,324.67,296.4,2.98,1,0.39,0.37,1.3812818192963463,28.27000000000004,0.0,1.0,6.0,0.0,1.0,6.0,,2.43,3.395,2.43,0.0,2.43,11.88,120.03541666666666,11.98263888888889,0,1,1,0.5499999999999998,1.2263374485596708,,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
EVENT_00554686,24.1684,82.56005,873ca54a1ffffff,2022-11-23 19:56:00,2022,11,327,2,19,56,1,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,330.34,290.57,2.22,1,0.47,0.4,1.169381359556317,39.76999999999998,24.0,77.0,117.0,7.0,29.0,48.0,1.850833333333333,1.8231168831168831,1.7657264957264958,1.6949999999999998,0.921478568699296,5.29,6.05,325.9916666666667,0.0,1,1,1,0.39688311688311706,1.217694828323123,0.43070249310663133,0.15,0.6,False,True,False,False,,0,2,N,non_industrial_thermal_activity,FIRMS_type2+OSM_mining_context,0.8
EVENT_01538832,29.84215,79.61794,873dadb20ffffff,2024-05-01 20:27:00,2024,5,122,2,20,27,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,300.85,283.86,1.39,1,0.38,0.36,0.8712933659434193,16.99000000000001,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,697.9916666666667,0.0,0,0,0,,,,0.0,0.0,False,False,False,False,,1,0,N,forest_vegetation_fire,FIRMS_type0_weak_proxy,0.45
EVENT_01664911,21.1833,81.3857,873cb0371ffffff,2024-10-23 20:46:00,2024,10,297,2,20,46,1,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,305.68,278.65,1.37,1,0.32,0.54,0.8628899551470398,27.03000000000003,3.0,39.0,61.0,2.0,19.0,30.0,1.67,1.80025641025641,1.6918032786885244,1.64,1.218164839124583,6.31,6.31,1026.5465277777778,5.991666666666666,1,1,1,-0.4302564102564099,0.7610027061672128,-0.35320048357791023,0.0,0.0,False,False,False,False,,1,3,N,unknown_ambiguous,insufficient_evidence,0.2
EVENT_01527300,26.63995,79.48057,873d8cd32ffffff,2024-04-29 21:06:00,2024,4,120,0,21,6,1,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,315.74,294.62,1.99,1,0.38,0.59,1.095273387402595,21.120000000000005,1.0,3.0,3.0,1.0,3.0,3.0,17.41,9.21,9.21,8.47,6.414545969903091,17.41,17.41,804.5194444444444,4.535416666666666,1,1,1,-7.220000000000001,0.21606948968512485,-1.1255668029937087,0.0,0.0,False,False,False,False,,1,2,N,unknown_ambiguous,insufficient_evidence,0.2
EVENT_00038173,23.69405,87.09679,873ca970dffffff,2022-02-16 19:05:00,2022,2,47,2,19,5,1,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,300.44,288.13,1.38,1,0.48,0.65,0.8671004876833833,12.310000000000002,0.0,1.0,3.0,0.0,1.0,2.0,,2.97,1.7266666666666666,2.97,0.0,2.97,2.97,32.00069444444444,10.009027777777778,0,1,1,-1.5900000000000003,0.4646464646464646,,0.0,0.0,False,False,False,False,,1,2,N,unknown_ambiguous,insufficient_evidence,0.2
EVENT_01512541,23.77716,86.36369,873ca9cb0ffffff,2024-04-26 20:22:00,2024,4,117,4,20,22,1,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,315.54,299.03,3.05,1,0.49,0.48,1.3987168811184478,16.510000000000048,24.0,95.0,274.0,7.0,24.0,68.0,3.2129166666666666,2.8398947368421057,2.013649635036496,3.045,1.3082527477813906,6.15,6.15,846.5291666666667,0.0,1,1,1,0.21010526315789413,1.0739834686237442,0.1605999020557783,0.0,0.0,False,False,False,False,,1,2,N,non_industrial_thermal_activity,FIRMS_type2_without_industrial_evidence,0.4
